"rank","team","division","eval","eval_strength","eval_resume","estimate_spread","std.error_spread","statistic_spread","p.value_spread","percentile_spread","scale_spread","estimate_possessions","std.error_possessions","statistic_possessions","p.value_possessions","percentile_possessions","scale_possessions","estimate_wins","std.error_wins","statistic_wins","p.value_wins","percentile_wins","scale_wins","estimate_bt","std.error_bt","statistic_bt","p.value_bt","percentile_bt","scale_bt","logo","background"
19,"DAL","NFC East",41.3733222655067,39.2999464139416,43.4466981170718,-1.03600615167932,4.38326401288858,-0.236354951158095,0.813229165231047,0.406578624848439,0.394345779249569,-0.217770708941373,0.67298399742166,-0.323589728397253,0.746349192506058,0.373124332733113,0.391653149029263,-0.191862687092426,1.3590228035205,-0.141176944636552,0.887730159155086,0.443865079577543,0.433241484673939,-0.150826907382201,0.53402530624138,-0.28243400756373,0.777610741691226,0.388805370845613,0.435692477667496,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/DAL.png","#869397"
20,"CAR","NFC South",35.0583542772312,26.4134025585504,43.703305995912,-4.93991733868588,4.33114252688422,-1.14055755681622,0.254459803530779,0.127027044044021,0.235055257315118,-0.579965094859257,0.664981530333292,-0.872152185292388,0.383436396899146,0.191562680122197,0.29321279385589,-0.174671119340274,1.32086257484175,-0.132240191119959,0.894794312333697,0.447397156166848,0.437330176277125,-0.147074213460817,0.504515253295774,-0.291515890748687,0.770656792318103,0.385328396159051,0.436735943641116,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/CAR.png","#BFC0BF"
21,"ARI","NFC West",31.248562186272,36.223389803036,26.273734569508,-1.27328968104592,4.39622349530354,-0.289632609080537,0.772186523417142,0.386048658664447,0.384663945972968,-0.40854130253908,0.674973730245074,-0.605269930121199,0.545203696920235,0.27249982887376,0.339803850087752,-0.904901263546661,1.39700369489644,-0.647744359483418,0.517150308093613,0.258575154046806,0.263658647184862,-0.776151595893113,0.56832355613814,-1.36568612634536,0.172037500728333,0.0860187503641664,0.261816044205299,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/ARI.png","#8B2D40"
22,"MIN","NFC North",30.4587607157203,26.9069127730946,34.010608658346,-4.32021136325045,4.34519932360017,-0.994249294798974,0.320458849179287,0.160050757273136,0.260340998599796,-0.636683916578544,0.667139739197057,-0.954348660664154,0.340249836241678,0.1699535921397,0.277797256862095,-0.59853480879008,1.32193376962516,-0.452772160408457,0.650712812244136,0.325356406122068,0.336522156151581,-0.48170216692136,0.523566356140929,-0.920040337335387,0.357551680433541,0.17877584021677,0.343690017015339,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/MIN.png","#4A287E"
23,"ATL","NFC South",30.1985712727036,28.6734831156673,31.7236594297399,-3.64283251168579,4.36234434777957,-0.835063035209496,0.403978555450995,0.201841108972629,0.287979954929596,-0.608380865578907,0.669772098752451,-0.908340115558868,0.364023702257185,0.181849277101011,0.28548970738375,-0.680372595689884,1.34178887835381,-0.507063821042106,0.612110039049223,0.306055019524612,0.31705857511322,-0.576198345633347,0.528088236586868,-1.0911024062142,0.275227824178762,0.137613912089381,0.317414613481579,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/ATL.png","#992934"
24,"MIA","AFC East",26.1660412315247,23.6526775730501,28.6794048899992,-4.55122775336942,4.36341069208862,-1.04304363593859,0.297302604861899,0.148464041734046,0.250914882175851,-0.841470133704472,0.669935819818219,-1.25604589098221,0.209535184740441,0.104549666115634,0.222138669285151,-0.809119810554843,1.32993667230176,-0.608389728177415,0.542929022496953,0.271464511248477,0.286438467398729,-0.685042544589187,0.531095392869156,-1.28986723249162,0.197096759522716,0.0985483797613582,0.287149630401256,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/MIA.png","#3E8C95"
25,"NYG","NFC East",20.2324152092956,27.1534426061662,13.3113878124251,-3.96342329155218,4.32773062465112,-0.915820238204334,0.360089217040793,0.179880593417131,0.274898952261745,-0.672106123768604,0.664457684268602,-1.01151079998182,0.312135533424621,0.155886007347863,0.268169899861579,-1.39178172487101,1.41870242089436,-0.981024423707983,0.326580697504326,0.163290348752163,0.147863271063759,-1.29205705630984,0.59570883209637,-2.16894057414415,0.0300871958237419,0.015043597911871,0.118364485184743,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/NYG.png","#A5ACAF"
26,"WAS","NFC East",19.5251431983124,21.4621662730018,17.588120123623,-5.41368969017265,4.34718026312581,-1.24533360994788,0.213442556776946,0.106504573037661,0.215724017045714,-0.873183592195313,0.667443882547013,-1.30825019904772,0.191235090677445,0.0953942302872353,0.213519308414323,-1.27612904462606,1.36548589292948,-0.9345604017104,0.350014894128032,0.175007447064016,0.175369089580178,-1.08336368775878,0.550874153680248,-1.96662646181729,0.0492262904706295,0.0246131452353148,0.176393312892282,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/WAS.png","#521A17"
27,"CLE","AFC North",15.2234004388456,16.6620347459059,13.7847661317852,-6.80965755616465,4.36389004972853,-1.56045580401098,0.119122298250815,0.0593261031705762,0.158764614199234,-1.01683644528078,0.670009417945039,-1.51764500325903,0.129573496094167,0.0645519576596563,0.174476080718884,-1.43474100156415,1.35839550470788,-1.05620270134263,0.290875616885712,0.145437808442856,0.137646213700147,-1.22126378680038,0.556561369673817,-2.19430210816846,0.0282136980026837,0.0141068490013419,0.138049108935558,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/CLE.png","#2E1E05"
28,"CIN","AFC North",12.9903367889714,2.4436584348917,23.5370151430512,-10.7006797334177,4.40106780249222,-2.43138261295547,0.0153012967948894,0.00752066071449472,0,-1.47897079565812,0.675717500459917,-2.18874129299816,0.028958555748825,0.0143078244338446,0.048873168697834,-1.02441874077351,1.37817390662506,-0.7433160182826,0.457290375854518,0.228645187927259,0.235233659271229,-0.870770040826745,0.559815965321215,-1.55545767675116,0.11983710686474,0.05991855343237,0.235506643589794,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/CIN.png","#E85C2F"
29,"NO","NFC South",12.5855162332451,12.7608206976328,12.4102117688575,-8.2820437058888,4.37132837480568,-1.89462858787335,0.0585700258088522,0.0290708123196445,0.0986871311204099,-1.08286860687035,0.67115146043434,-1.61344893173527,0.107115769423506,0.0533235048434364,0.156529282832245,-1.5218422710862,1.44933079093915,-1.05003100782814,0.293703856692048,0.146851928346024,0.116930812146557,-1.24563168685756,0.601876912122361,-2.06957878225494,0.0384918067050438,0.0192459033525219,0.131273423230593,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/NO.png","#CFBD93"
30,"NYJ","AFC East",9.67263629431462,11.6143288675694,7.73094372105982,-7.78041649985499,4.34772107890192,-1.7895390156491,0.0739775753257969,0.0367640249617822,0.119154927552765,-1.24254274680229,0.667526916642565,-1.8614122005025,0.063121754780107,0.0313429944827161,0.113131649798623,-1.69319489101354,1.42018673251422,-1.1922339874391,0.233169510211631,0.116584755105815,0.0761778087915828,-1.43563660530623,0.593406596847265,-2.41931352454401,0.0155498312036798,0.00777491560183992,0.0784410656296135,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/NYJ.png","#285642"
31,"TEN","AFC South",6.73240732455516,13.4648146491103,0,-7.6024483060817,4.40388934441604,-1.72630320871284,0.0847518100739846,0.0421464392063349,0.1264165288331,-1.13308966741821,0.676150705614158,-1.67579454995762,0.0942429168779056,0.0468892210179129,0.142879764149106,-2.01349685754745,1.62349740177202,-1.24022179237845,0.21489337007078,0.10744668503539,0,-1.71774001607101,0.722247159084288,-2.37832713423044,0.0173913892116527,0.00869569460582635,0,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/TEN.png","#5D90D5"
32,"LV","AFC West",3.01335136023436,1.27694850082564,4.74975421964308,-10.0747675978977,4.38282368496909,-2.29869333609043,0.0218279249008576,0.0107611796042247,0.0255389700165128,-1.65879122898749,0.672916391719022,-2.46507775616815,0.0139469192008249,0.0068491760672848,0,-1.88251195983008,1.47700010213015,-1.27455100180094,0.20246820972353,0.101234104861765,0.0311522985664913,-1.48813747957072,0.6162661031171,-2.41476445328351,0.0157453883133835,0.00787269415669176,0.0638427858263703,"/Users/nicholasschaefer/Desktop/CFB/nfl_logos_resized/LV.png","#A6ACAF"
