"rank","team","conference","eval","eval_strength","eval_resume","estimate_spread","std.error_spread","statistic_spread","p.value_spread","percentile_spread","scale_spread","estimate_possessions","std.error_possessions","statistic_possessions","p.value_possessions","percentile_possessions","scale_possessions","estimate_wins","std.error_wins","statistic_wins","p.value_wins","percentile_wins","scale_wins","estimate_bt","std.error_bt","statistic_bt","p.value_bt","percentile_bt","scale_bt","logo"
46,"East Carolina","American Athletic",56.6892016395905,57.8073944528224,55.5710088263586,4.98995366336969,3.59968814424016,1.38621832320505,0.165788268855098,0.917159875949565,0.573774164662769,0.748956703594384,0.523508161846453,1.430649525984,0.15263989280078,0.923734657116783,0.582373724393678,1.06874346204147,1.14985616313728,0.929458393409398,0.3526515779329,0.82367421103355,0.527920110653461,0.620611476357351,0.547502150650075,1.13353249045775,0.256990705027494,0.871504647486253,0.58350006587371,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/East Carolina.png"
47,"Duke","ACC",56.5351672033117,57.1874973586471,55.8828370479763,4.64054155971928,3.59564936307897,1.29059902430129,0.196947040404281,0.901578622739659,0.568999235123335,0.671173846608265,0.522920795714423,1.2835095718297,0.199417555430945,0.900343195849169,0.574750712049608,1.01909762510435,1.00727977246908,1.01173244311885,0.311665998900729,0.844167000549635,0.525053566286333,0.7003622961444,0.496036330495536,1.41191733969313,0.157974301509506,0.921012849245247,0.592603174673193,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Duke.png"
48,"Florida State","ACC",56.2925130268604,63.8430779151877,48.741948138533,10.1031565492072,3.60115200016796,2.80553460357573,0.00505727212762431,0.997488340631089,0.643649201175912,1.26769836644996,0.523721052656785,2.42056025821199,0.0155584921657687,0.992251694657924,0.633212357127843,0.160139511549386,1.11337389810777,0.143832644021519,0.885632624685047,0.557183687657477,0.47545743307725,-0.116337006565949,0.521995768312471,-0.22286963540346,0.823636969462106,0.411818484731053,0.499381529693411,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Florida State.png"
49,"Florida","SEC",56.175411174661,57.9524948013729,54.3983275479491,5.96549080957054,3.58041877823107,1.66614331425159,0.095794342186755,0.952157563416658,0.587105474847921,0.642539323724682,0.520705788425436,1.2339776856863,0.217312574118493,0.891394390330062,0.571944421179538,1.21024243295545,1.20219615170217,1.00669298536839,0.314082334077959,0.842958832961021,0.536090243398763,0.343560997691055,0.558361901345908,0.615301647306013,0.538355529886301,0.73082223505685,0.551876307560219,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/SEC/Florida.png"
50,"Boise State","Mountain West",55.9411836751795,58.2344142369378,53.6479531134213,5.16895310913318,3.60776099303484,1.43273158036588,0.152043814661067,0.92403271958971,0.576220301279644,0.811140635605429,0.524682208614956,1.54596558123566,0.122223479904249,0.938943559761522,0.588467983459111,0.576184612679293,1.18333519982008,0.48691580607667,0.626317997248811,0.686841001375594,0.499479824775987,0.532820668188945,0.545443516494215,0.976857643507432,0.328639633715274,0.835680183142363,0.57347923749244,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Boise State.png"
51,"Clemson","ACC",55.8857476074648,59.9786582526095,51.79283696232,7.19890294075885,3.60221848546359,1.99846371612642,0.0457608835612787,0.977166795074981,0.603960804007898,0.884039651752928,0.523876153247274,1.68749740997593,0.0916167494130981,0.954246126236116,0.595612361044292,0.435773174608956,1.0665704439814,0.40857420817162,0.68285216154973,0.658573919225135,0.491372486039999,0.278800440873285,0.495947975533258,0.562156626556466,0.57400930995186,0.71299534502407,0.544484253206402,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Clemson.png"
52,"Memphis","American Athletic",55.0136548827747,56.5204062328041,53.5069035327453,4.03563743799792,3.60546978981832,1.1193097358337,0.263101985613512,0.868495988106189,0.56073285130561,0.619385642069443,0.524348995420859,1.18124693186892,0.237602824871782,0.881247678903081,0.569675273350472,0.74349255687999,1.12570484944326,0.660468467598499,0.508953247233149,0.745523376383425,0.509140164385765,0.423473804494627,0.548765473024508,0.771684490572379,0.440301318764501,0.779849340617749,0.560997906269142,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Memphis.png"
53,"South Carolina","SEC",54.995116859011,59.9654446662198,50.0247890518023,7.38281698046414,3.58393378701384,2.05997583080784,0.0394911074916259,0.980299574284753,0.606474101548914,0.855698195193058,0.521216981538008,1.64173122807331,0.10075562360747,0.949677141543192,0.592834791775483,0.303601003778229,1.29793159984456,0.233911404741659,0.815053759099593,0.592473120450204,0.483740881555905,0.035868192061774,0.572401535627681,0.0626626412216763,0.950035146888185,0.524982426555907,0.51675489948014,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/SEC/South Carolina.png"
54,"UNLV","Mountain West",54.981041450451,54.5026674120674,55.4594154888346,2.47954771845016,3.59529984539404,0.689663678990981,0.490461644726619,0.754797144084328,0.539467936065831,0.424598611085337,0.522869964822013,0.81205393243399,0.41682824395526,0.791619657300423,0.550585412175515,0.625044695131656,1.19694216154258,0.522201251835025,0.601530214514945,0.699234892742527,0.502300999778205,0.825503226263336,0.588470920618958,1.40279357456621,0.16067840361689,0.919660798191555,0.606887309998487,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/UNLV.png"
55,"Wake Forest","ACC",54.8464660892166,54.1516983064809,55.5412338719524,2.61230433767855,3.60044809559982,0.725549783892481,0.468174157131778,0.765942592519321,0.541282136249759,0.334463473246724,0.523618682736999,0.638753895293528,0.523034175558319,0.738508477232172,0.541751829879859,0.903578773429273,1.07700132380332,0.838976474270594,0.401482511397525,0.799258744301237,0.518383522351216,0.69894286954644,0.515005221905919,1.35715685941942,0.174731375009968,0.912634312495016,0.592441155087832,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Wake Forest.png"
56,"Mississippi State","SEC",54.7692679623572,55.9329131134519,53.6056228112625,3.69640314274595,3.59715753152482,1.02759000970943,0.304229593475812,0.847928637223451,0.556097007726452,0.546796397482825,0.523140130962145,1.04521975111558,0.296009717398215,0.85203929154086,0.562561254542585,1.12317801884085,1.26731639605115,0.886264884081493,0.375474807072548,0.812262596463726,0.531063155101841,0.248707397872027,0.589034575598322,0.422228860876967,0.672857977559275,0.663571011220363,0.541049301123409,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/SEC/Mississippi State.png"
57,"New Mexico","Mountain West",54.7564721961827,54.1602902617977,55.3526541305678,1.68013328495312,3.60899631477061,0.465540316036568,0.64158000733763,0.679227713662763,0.528543450185473,0.466198473484963,0.524861863347608,0.88823080136079,0.374491281377676,0.812791693204266,0.55466235505048,0.91411439278398,1.22662037344217,0.745230074907995,0.45613264460253,0.771933677698735,0.518991847684792,0.66057111862517,0.56990038181782,1.15909927366277,0.246415721926219,0.87679213903689,0.588061234926563,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/New Mexico.png"
58,"Wisconsin","Big Ten",54.4706745604273,56.4000327461241,52.5413163747305,3.98703216414208,3.51524115640016,1.13421298475723,0.256800241744856,0.871647390688137,0.560068630588921,0.601598069013873,0.511226907024885,1.17677309380077,0.239383979589843,0.880356957736328,0.567932024333561,0.622810408755257,1.30622827642098,0.476800586848214,0.633504127809098,0.683247936095451,0.502171992364453,0.315333833950756,0.570334570040935,0.552892723876309,0.580336870085243,0.709831564957379,0.548654335130156,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/Wisconsin.png"
59,"Old Dominion","Sun Belt",54.4514049426903,55.6848111644241,53.2179987209565,3.0511458935439,3.60451508281847,0.846478880914578,0.397356445621762,0.801357174776918,0.547279173806103,0.586139734845124,0.524210150919178,1.11813884911873,0.263601573749113,0.868246151762897,0.566417049482378,0.399529143198841,1.30239266688824,0.306765504257193,0.75902186668097,0.620489066659515,0.489279760234766,0.54684655829455,0.609191828696731,0.897659050129482,0.369367347282153,0.815316326358924,0.575080214184364,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Old Dominion.png"
60,"San Diego State","Mountain West",54.2900413301596,56.4407165730314,52.1393660872877,3.51319059171865,3.60649430622009,0.974128972187612,0.330074858963569,0.835003747081441,0.553593296456133,0.675972876373157,0.524497992410815,1.28879974023561,0.197571917064658,0.90126614181337,0.575221035004496,0.339781321181088,1.13836941001161,0.298480720048181,0.765336289037176,0.617331855481412,0.485829928522389,0.388075542773395,0.54439397824687,0.712857890205046,0.475933698895619,0.762033150552191,0.556957393223365,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/San Diego State.png"
61,"Minnesota","Big Ten",53.5263968742239,52.2722240355732,54.7805697128746,0.364065375395471,3.6060174801737,0.100960513196939,0.919588880198512,0.540209097068268,0.510558579393659,0.264405664690947,0.52442864686835,0.50417853080654,0.614174748904735,0.692932037107548,0.534885901317804,0.838012784153117,1.20014154160337,0.698261625902515,0.485013592995914,0.757493203502043,0.514597750394691,0.598828347310508,0.543148757951866,1.10251259630714,0.27023888536289,0.864880557318555,0.5810136438628,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/Minnesota.png"
62,"Kentucky","SEC",53.3786744555625,53.9658699436158,52.7914789675092,2.93404582492717,3.60291168005446,0.814354079554575,0.415509912946741,0.792278931399456,0.545678929936855,0.251677251011911,0.523976965598657,0.48032121168602,0.631035730411079,0.68450049588132,0.53363846893546,0.86738251478458,1.2218591380674,0.709887488468198,0.477773909681849,0.761113045159075,0.516293554939437,0.235449832675588,0.547831908633864,0.429784809838354,0.667352183609083,0.666323908195458,0.539536024410747,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/SEC/Kentucky.png"
63,"Kansas","Big 12",52.2643747806318,56.5266770291493,48.0020725321143,5.1304414653913,3.6381234190955,1.41018895578502,0.158592601133728,0.92075805197992,0.575694016175625,0.468006254730308,0.529097862754787,0.884536278966615,0.376481115308037,0.811796606351594,0.554839524407362,-0.0568118749346343,1.18339927074734,-0.048007360101512,0.961710376859389,0.480855188429694,0.462930687367351,-0.136230812891622,0.543611890765638,-0.250603077684248,0.802121001993804,0.401060500996902,0.497110763274934,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big 12/Kansas.png"
64,"Baylor","Big 12",51.8616219381612,54.7494226675829,48.9738212087395,2.41386253310129,3.63671067958784,0.663748850479043,0.506904549344931,0.746574466071562,0.538570307939762,0.484114014535589,0.52889240588375,0.91533553734178,0.360092648376923,0.81999224584314,0.556418145411896,0.155872542825988,1.15050888614711,0.135481389759607,0.89223127740904,0.55388436129548,0.475211058840992,-0.0735505360748893,0.534008487418418,-0.137732897150115,0.89045151900417,0.445225759502085,0.504265365333797,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big 12/Baylor.png"
65,"Washington State","Pac-12",51.5231884200667,55.9926505522864,47.0537262878469,4.56612811392373,3.5898502784461,1.27195502869279,0.20349247560235,0.898305450908812,0.567982329993982,0.437713096629412,0.522077425951572,0.838406479329397,0.401872490870033,0.799098774148595,0.551870681051747,-0.491687942255239,1.27242932631105,-0.386416700785034,0.699188083408113,0.349594041704057,0.437820998054317,-0.0824150770086634,0.568106310757795,-0.145069814307696,0.884655750829492,0.442327875414746,0.503253527702622,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Pac-12/Washington State.png"
66,"Toledo","Mid-American",50.9516193107962,57.0641322534587,44.8391063681337,5.12167742582317,3.60118104346757,1.42222158897391,0.155070942839185,0.922519033328151,0.57557425022882,0.578908842359949,0.523725276468343,1.10536739082698,0.269093371863798,0.865499786181097,0.565708394840353,-0.724641322287554,1.14603049395386,-0.632305445719432,0.527187305797749,0.263593652898874,0.424370299253915,-0.352614069508443,0.515837174703437,-0.683576304307976,0.494242751796894,0.247121375898447,0.47241182810876,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Toledo.png"
67,"Army","American Athletic",50.5500288816844,48.7816216496111,52.3184361137578,-2.6153793608138,3.72159971678079,-0.702756760492265,0.482264523374769,0.241103674036537,0.469842649597845,-0.0324821110516458,0.541237948619975,-0.0600144744736899,0.952148298094165,0.476072053253569,0.505789783394377,0.689110408423893,1.18283486816033,0.58259223410929,0.560167834521173,0.719916082739414,0.506000145988521,0.242743680972897,0.561941458113347,0.431973255342079,0.665760851307924,0.667119574346038,0.540368576286635,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Army.png"
68,"Rutgers","Big Ten",50.4393145769246,52.9106280284966,47.9680011253526,1.96740300510903,3.62944470219742,0.542067221445166,0.587814413315445,0.706113900734656,0.532469166147305,0.171118355917883,0.527835703659764,0.324188672216429,0.745818896010043,0.627102401181829,0.525743394422628,-0.190041551978771,1.23794200486132,-0.153514099394391,0.877992872386915,0.438996436193458,0.455238022607789,-0.0748065367648886,0.544099683431669,-0.137486822806217,0.89064600771305,0.445323003856525,0.504121999899263,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/Rutgers.png"
69,"UTSA","American Athletic",50.2060400292752,52.3332115584841,48.0788685000664,0.832620176658897,3.60033322274016,0.231261976363733,0.817127821634546,0.591444357752155,0.51696166657359,0.211516502147555,0.523601976601023,0.403964292725974,0.686269169341981,0.656880511522432,0.529702564596093,-0.178880413010068,1.2069201685032,-0.148212299105012,0.882175225736814,0.441087612868407,0.455882465365034,-0.0610265803798471,0.55617513797352,-0.109725473530161,0.912627097437843,0.456313548718922,0.505694904636294,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/UTSA.png"
70,"Kennesaw State","Conference USA",48.939674774853,45.3774496280155,52.5018999216904,-3.85704757840849,3.61152086182407,-1.06798429968377,0.28561769822297,0.142763797002529,0.452874495980872,-0.554046666463095,0.525229012093414,-1.05486683657253,0.291575302856054,0.145743115733596,0.454674496579439,0.262472743898828,1.25602351094047,0.208971202857737,0.834470719095216,0.582764640452392,0.48136614101449,0.490704012186648,0.583039140843556,0.841631337952175,0.399994342341212,0.800002828829394,0.568671857419318,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Kennesaw State.png"
71,"California","ACC",48.1051765221852,45.8073381364347,50.4030149079358,-4.39258092944751,3.59430851444911,-1.22209346019946,0.221772961774096,0.110836142967659,0.445556106061023,-0.391643098420314,0.522725794043888,-0.749232394656674,0.453778743292318,0.226858573607271,0.470590656667671,0.245216404859105,1.03629959398554,0.236626942905592,0.812946216302915,0.593526891848543,0.480369762173415,0.131673481813897,0.506712081114217,0.259858579894835,0.794972862366921,0.60251356881654,0.5276905359853,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/California.png"
72,"Hawai'i","Mountain West",47.9457267281732,48.1908159779469,47.7006374783995,-2.10978009356744,3.61648979146801,-0.58337786506264,0.559684938280844,0.27981947767298,0.476751972002733,-0.223550658767752,0.525951651144356,-0.425040321256439,0.670839245753243,0.335403640725952,0.487064347556204,-0.441870253465797,1.13070579209332,-0.390791536185329,0.695951331640132,0.347975665820066,0.440697465125737,0.00573429768945379,0.538556782505788,0.0106475266410597,0.9915046634018,0.5042476682991,0.513315284442253,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Hawai'i.png"
73,"Michigan State","Big Ten",47.8335081081625,52.4114975398507,43.2555186764743,1.90611822913337,3.59902084631211,0.529621336060489,0.596415591763758,0.701812750869849,0.531631672299591,0.0778044254104773,0.523411115686419,0.148648783105116,0.881841253311223,0.559084611374566,0.516598278497424,-0.7841267632961,1.20496808974419,-0.650744837120595,0.515211214499177,0.257605607249589,0.420935617387938,-0.599994353252681,0.562202886015871,-1.06722033660237,0.28587235132916,0.14293617566458,0.444174756141549,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/Michigan State.png"
74,"UCLA","Big Ten",47.6250964824254,48.5252695758374,46.7249233890134,-1.4338392675034,3.52085091083709,-0.407242255867771,0.683860535457433,0.341915034515386,0.48598911571803,-0.249550393801249,0.512042742207271,-0.487362427451873,0.626038854212927,0.31300075743232,0.484516275798718,-0.177492640988087,1.13475871945174,-0.156414432377169,0.875706361797294,0.437853180898647,0.455962595146661,-0.298962335575895,0.54322170588288,-0.550350496561991,0.582078995467296,0.291039497733648,0.478535872633607,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/UCLA.png"
75,"Arkansas","SEC",47.4312655964333,57.0906865000085,37.7718446928581,5.92848724051887,3.57801943507579,1.65691868031826,0.0976455636885457,0.951232041448715,0.586599798504476,0.471826588699593,0.520356848274366,0.906736579453674,0.364622474551918,0.817726942642804,0.555213931495694,-1.43472597720716,1.49796750077807,-0.957781778617987,0.338172809265871,0.169086404632935,0.383370100781646,-1.23172020585553,0.697412309953445,-1.76612914380268,0.077374185057204,0.038687092528602,0.372066793075516,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/SEC/Arkansas.png"
76,"Utah State","Mountain West",47.2730491563714,49.2882964066029,45.2578019061399,-0.584142668394587,3.60782818519241,-0.161909780180797,0.871388334013849,0.435688450486473,0.497600738063834,-0.212318002724188,0.524691980473375,-0.404652654558652,0.685763098347401,0.342866424230208,0.488165190068225,-0.584834004200765,1.25737581173718,-0.465122677517363,0.641843606953534,0.320921803476767,0.4324427561782,-0.349973082669145,0.564096968241212,-0.620412982825133,0.534985927107731,0.267492963553866,0.472713281944599,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Utah State.png"
77,"UConn","FBS Independents",47.2410407839281,45.9291559290026,48.5529256388536,-4.18750533506481,3.58015937902845,-1.16964215604311,0.242242435968038,0.121072502544923,0.448358589155354,-0.395378947411959,0.520668063601978,-0.759368540249482,0.447694687834205,0.223816063612752,0.470224529424698,-0.223273044483496,1.05850543287349,-0.210932355705898,0.832940055892187,0.416470027946094,0.453319240419238,0.0444921188653995,0.516491204573521,0.0861430329721445,0.931352715377253,0.534323642311373,0.517739272357834,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/FBS Independents/UConn.png"
78,"West Virginia","Big 12",46.4757129143702,45.3543027518979,47.5971230768425,-4.15194424352797,3.6259544961068,-1.14506242369724,0.252279077762015,0.126091649877353,0.448844553163641,-0.517650049194585,0.527328117640712,-0.981646970600719,0.326356801105003,0.163136899402011,0.458241501874317,0.0413207040486931,1.12475180996775,0.0367376195197037,0.970694212838546,0.514652893580727,0.468596850108704,-0.256825015208187,0.549372093547108,-0.467488280210877,0.640150575141597,0.320075287570799,0.483345611428145,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big 12/West Virginia.png"
79,"UCF","Big 12",46.4436733590047,48.4346366096432,44.4527101083663,-1.49746931329236,3.63851995065361,-0.411560011653464,0.680692774831124,0.34033097328331,0.485119572327692,-0.259173656688578,0.529155530946804,-0.489787296042896,0.62432197371854,0.31214221063008,0.483573159865172,-0.629443330435982,1.16737696819145,-0.539194576890737,0.58975260195278,0.29487630097639,0.429867019304171,-0.468472983530182,0.540453344493747,-0.866814847762685,0.386043465450613,0.193021732725306,0.459187182863154,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big 12/UCF.png"
80,"Fresno State","Mountain West",46.1601365262176,46.3180749817816,46.0021980706536,-3.58168526030227,3.60384240026641,-0.993851801076956,0.320379069367925,0.160147511339544,0.456637490030122,-0.400486096627706,0.524112321665025,-0.764122650952801,0.444857168011094,0.222397077586795,0.469724009605509,-0.609544633887561,1.11772133437651,-0.545345798760814,0.585515710738093,0.292757855369047,0.431015967534741,-0.207042609139222,0.523721054434872,-0.395329932577628,0.692599411749421,0.346299705874711,0.489027993878331,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Fresno State.png"
81,"Western Michigan","Mid-American",46.0867538197258,44.7706013969414,47.4029062425103,-4.56492597893451,3.60965007795763,-1.26464501554051,0.206101614383945,0.102999304271312,0.44320090582848,-0.579182176597965,0.524956941129516,-1.10329463470237,0.269992026783779,0.134949617915329,0.452211122110347,-0.472141605624576,1.17467587173439,-0.401933517990344,0.687732954351026,0.343866477175513,0.438949601067649,-0.0311204316836243,0.550895203083195,-0.0564906564977378,0.954950938675198,0.477475469337599,0.509108523782557,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Western Michigan.png"
82,"Stanford","ACC",45.2245728666164,45.8002047342819,44.6489409989509,-4.06932498755453,3.49502627060952,-1.16431885556181,0.24439189781991,0.122147409007013,0.449973595694658,-0.438173534997155,0.508287025213421,-0.862059256407684,0.388727158775885,0.194327455285162,0.46603049899098,-0.557145360828047,1.13521342884311,-0.490784681252257,0.623578745757166,0.311789372878583,0.434041494956519,-0.470661946450589,0.534145157372117,-0.88114988960332,0.378236697425118,0.189118348712559,0.458937325022499,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Stanford.png"
83,"Colorado","Big 12",45.2245620752542,45.4703819649848,44.9787421855237,-3.92020139668782,3.53206137277361,-1.10989050952119,0.267139487507157,0.13352310529359,0.452011460529955,-0.526275464343159,0.513673096862083,-1.02453382814491,0.305669817838859,0.15279160063586,0.457396178769741,-0.341897954225503,1.22766914827587,-0.278493562134117,0.780633506324472,0.390316753162236,0.446469853082839,-0.521758056527726,0.555740989047991,-0.93885113175028,0.347807182321399,0.1739035911607,0.453104990627635,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big 12/Colorado.png"
84,"Maryland","Big Ten",45.1832628083977,49.0000320099311,41.3664936068642,-0.429361776638139,3.59859759687074,-0.119313639572122,0.9050352547259,0.452513438937399,0.499715913366769,-0.292727808878558,0.523349561871705,-0.559335156088881,0.575976788035466,0.287966503263032,0.480284726831854,-0.926152701095054,1.22512923338032,-0.755963269719434,0.449671218014905,0.224835609007453,0.41273505764112,-0.859139294550789,0.568782940596478,-1.5104871001402,0.13091917853478,0.0654595892673901,0.414594814496164,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/Maryland.png"
85,"Ohio","Mid-American",44.6255507773399,44.3156697389491,44.9354318157306,-4.45300163522961,3.60938720066426,-1.23372788444811,0.217405660410728,0.108652159840834,0.444730420259591,-0.687628502903314,0.524918710481991,-1.30997140923386,0.190310676909789,0.0951027539212881,0.441582974519391,-0.764784494620169,1.1767740937557,-0.649899159641883,0.51575736104324,0.25787868052162,0.422052437543286,-0.315429845165321,0.561677883428707,-0.561584948369003,0.57439883784322,0.28719941892161,0.476656198771327,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Ohio.png"
86,"Virginia Tech","ACC",43.8967799635809,44.4893123078931,43.3042476192687,-4.47637524192877,3.58488958059999,-1.24867869463906,0.21188478107784,0.105891308220455,0.444411005666036,-0.648933395447969,0.521355984063599,-1.24470307291765,0.213342864942114,0.106620458003569,0.445375240491826,-0.66725931245406,1.14559213829557,-0.582458005906728,0.560258219875518,0.280129109937759,0.427683529268972,-0.65057356215823,0.564864938649011,-1.1517329500291,0.249430827851082,0.124715413925541,0.438401423116403,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Virginia Tech.png"
87,"Western Kentucky","Conference USA",43.3809564525505,40.7239459767545,46.0379669283466,-7.56181212663607,3.61844130556758,-2.08979819984946,0.0367240337888325,0.0183179655710701,0.402246628505279,-0.987113786839768,0.526235462829744,-1.87580248113977,0.0607841555445977,0.0303412035894977,0.412232291029811,-0.515794906466246,1.12574936337084,-0.458179167804988,0.646823725266457,0.323411862633229,0.436429064979341,-0.248198554055316,0.517612219662827,-0.479506751631545,0.631578166220213,0.315789083110106,0.484330273587591,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Western Kentucky.png"
88,"Louisiana Tech","Conference USA",42.9024819019512,43.6347738846727,42.1701899192297,-4.85665163498995,3.6189825799319,-1.3419936481378,0.179704545007937,0.0897990275951081,0.439214296784439,-0.770296695644354,0.526314181189825,-1.46356819400717,0.143421822399023,0.071655984114998,0.433481180909016,-1.16997028492873,1.15392503272062,-1.01390493468218,0.310628116484784,0.155314058242392,0.398657061082608,-0.594983321587306,0.526389667251904,-1.13030965196089,0.258345768918639,0.12917288445932,0.444746737301985,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Louisiana Tech.png"
89,"Texas State","Sun Belt",42.3873140445106,44.0335409623573,40.7410871266638,-4.64753787819456,3.60211825085162,-1.2902235725037,0.197077312065793,0.0984865219574752,0.442071963831438,-0.718077530006349,0.523861575974088,-1.37073907104397,0.170563834634286,0.0852281552287461,0.438598855415708,-1.3240540585992,1.09724696958009,-1.206705596194,0.227545543148369,0.113772771574185,0.389760283412401,-0.767442764538123,0.511817755029353,-1.49944537288299,0.133758130249897,0.0668790651249486,0.425061459120875,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Texas State.png"
90,"Miami (OH)","Mid-American",42.1634050291482,41.7219584187905,42.6048516395059,-6.51839535204066,3.61134514446491,-1.80497711829936,0.0711833609789735,0.0355391313593428,0.41650555521934,-0.928939261652929,0.525203457248657,-1.76872267086605,0.0770467013784235,0.0384700835080857,0.41793361315647,-1.13376718875127,1.10049400441958,-1.03023477111013,0.302899810879736,0.151449905439868,0.400747423292667,-0.537136658196083,0.51628657388886,-1.04038471144073,0.298161201786713,0.149080600893356,0.45134960949745,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Miami (OH).png"
91,"Troy","Sun Belt",42.0400480435021,37.9716378900636,46.1084581969406,-9.37039551613025,3.60109109393805,-2.60209899491408,0.00931330036257097,0.00463275511653989,0.377531233243338,-1.2965995339797,0.523712194970456,-2.4757864079389,0.0133517831918705,0.00664715423262765,0.381901524557934,-0.573733860585929,1.11471098996177,-0.514692925567733,0.606767617760161,0.303383808880081,0.4330836770714,-0.206538922639127,0.517835583454322,-0.398850386567431,0.690003447906791,0.345001723953395,0.489085486867411,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Troy.png"
92,"Temple","American Athletic",41.8025223909355,39.0299453899822,44.5750993918887,-9.0179108010596,3.60517439423547,-2.50137990979823,0.0124265010642443,0.00618551953256548,0.382348151892138,-1.12977704091552,0.524306035588673,-2.15480456876114,0.0312603410198679,0.0155885652926202,0.398250755907507,-0.537437700256707,1.32577092536777,-0.405377497705813,0.685200048893802,0.342600024446901,0.435179412793851,-0.493569335445154,0.620819461567683,-0.795028774063882,0.4265967645274,0.2132983822637,0.456322575043923,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Temple.png"
93,"Purdue","Big Ten",40.7043216022019,47.0663829189067,34.342260285497,-2.52248734929864,3.62120002420565,-0.696588791681558,0.48611676196498,0.243030086104171,0.47111207559977,-0.395470236220229,0.52663666750787,-0.75093562719751,0.452753155934241,0.226345698878816,0.470215582778363,-2.27534567323519,1.86914160211561,-1.21732118672005,0.223482036352052,0.111741018176026,0.334832825489097,-1.40741357619058,0.752090152799347,-1.87133626328182,0.0612984871943289,0.0306492435971644,0.352012380220844,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big Ten/Purdue.png"
