"rank","team","conference","eval","eval_strength","eval_resume","estimate_spread","std.error_spread","statistic_spread","p.value_spread","percentile_spread","scale_spread","division_i","estimate_possessions","std.error_possessions","statistic_possessions","p.value_possessions","percentile_possessions","scale_possessions","estimate_wins","std.error_wins","statistic_wins","p.value_wins","percentile_wins","scale_wins","estimate_bt","std.error_bt","statistic_bt","p.value_bt","percentile_bt","scale_bt","logo","background"
87,"High Point","Big South",57.5267875829083,57.1959176190826,57.8576575467341,10.471855989467,2.75326267788,3.80343512938267,0.000144175121094809,0.999928648312459,0.573133617666654,1,3.68333952708685,0.956186662811718,3.8521134735929,0.000118369990196071,0.999941448634141,0.570784734714998,1.32556940531643,1.75548552536329,0.755101301699488,0.450188202201322,0.774905898899339,0.551932626495369,1.13441830587383,0.729814722429382,1.55439219162038,0.120090894652164,0.939954552673918,0.605220524439312,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/High Point.png","#818183"
88,"Wichita State","American",57.4161088941138,61.3224964933088,53.5097212949188,13.3558359433219,2.73108589869192,4.89030240671624,1.03406226229524e-06,0.999999496594099,0.616945406734901,1,4.5662918346784,0.948484840296152,4.81430133691186,1.51477403930848e-06,0.999999261421153,0.609504523131274,0.866659072611465,2.10922646806758,0.410889530229287,0.681153539854304,0.659423230072848,0.531957841544327,0.613046928405281,0.750230038340481,0.817145271550776,0.41384541402293,0.793077292988535,0.538236584354048,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Wichita State.png","#F7CF46"
89,"Utah Valley","WAC",57.3262867154482,61.8390881829244,52.8134852479719,13.7552630442011,2.93825665663195,4.6814368694287,2.91378638457807e-06,0.999998575644363,0.623013276890681,1,4.66352574752648,1.02043362936679,4.57014117657052,4.975396839326e-06,0.999997563021157,0.613768486767808,0.797242562831593,1.68197903407853,0.473990785068472,0.635506478435196,0.682246760782402,0.528936380147431,0.528181101774374,0.697168958747862,0.757608460828497,0.448685413564864,0.775657293217568,0.527333324812007,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Utah Valley.png","#78BE1F"
90,"William & Mary","CAA",56.9854864826017,54.4282617799028,59.5427111853006,8.79951338586053,2.79132591397765,3.15244928648306,0.00162735351986457,0.999190465286141,0.547728336571993,1,3.00041971500948,0.969405727956658,3.09511242659341,0.00197679207262139,0.999016308459462,0.540836899026062,2.84147894465594,2.0297709219914,1.39990129618577,0.161542877853691,0.919228561073154,0.617914943509371,0.883156335380948,0.72415358424543,1.21957048144863,0.222627742164561,0.88868612891772,0.57293928019664,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/William & Mary.png","#285641"
91,"Miami (OH)","MAC",56.9303742473734,47.7659315578952,66.0948169368515,4.55673589295903,2.8994115401269,1.57160714506903,0.116096432864848,0.941979155802267,0.48327446533962,1,1.43169465178562,1.00694302325212,1.42182290231445,0.155131633827586,0.922461165381448,0.472044165818284,3.64427444863233,4.11471336254655,0.885669092239497,0.375795868105796,0.812102065947102,0.652857864617886,1.6311471081724,1.09173236129808,1.49409064528686,0.135151928711385,0.932424035644308,0.669038474119145,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Miami (OH).png","#A72F34"
92,"Western Kentucky","Conference USA",56.5373190718357,50.3837417483596,62.6908963953119,5.89843417131311,3.33410279189472,1.76912187160286,0.0769262727305016,0.961563230663188,0.503656785225689,1,2.16081574844953,1.15790790601491,1.86613783119096,0.0620727010645024,0.968988957863691,0.504018049741502,3.60328860024804,3.992974690803,0.902407072238019,0.366840665618493,0.816579667190753,0.651073891913052,1.11514248855406,0.989890914808764,1.12653068320108,0.25994096063959,0.870029519680205,0.602744035993186,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Western Kentucky.png","#A22E2B"
93,"Pacific","WCC",55.9846792647611,51.4913172547657,60.4780412747565,6.96907821095755,2.7455961861135,2.53827501881205,0.011166069520826,0.994429979819877,0.519921402727409,1,2.29505835776196,0.953524149991354,2.40692210866685,0.0161187695144118,0.991956199669628,0.509904942367905,3.30145310552838,2.18661994564142,1.50984313122596,0.131083456480834,0.934458271759583,0.637936033233603,0.87292498164864,0.727297284819337,1.20023132200401,0.230049513897329,0.884975243051335,0.571624792261526,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Pacific.png","#E4803A"
94,"Notre Dame","ACC",55.8295527936119,52.9507059023733,58.7083996848505,7.87952418415004,2.38187865038239,3.30811319161245,0.000945011705268138,0.99953036581058,0.533752381990017,1,2.64524922863177,0.827207885476911,3.1978046571772,0.00139224911525149,0.999307609747967,0.525261736057449,2.16121656978789,2.53444187854321,0.852738659380957,0.393804247152653,0.803097876423673,0.588305467147874,0.983744786039265,0.687810428924317,1.43025569934694,0.152643644450102,0.923678177774949,0.585862526549136,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Notre Dame.png","#0C2340"
95,"Stephen F. Austin","Southland",55.6595300473845,52.1612993880435,59.1577607067255,7.16911239630866,2.95225203012737,2.42835378658351,0.0151978540812085,0.992416230241036,0.522960208709166,1,2.53132319888629,1.02529411346985,2.46887518969524,0.0135825615963854,0.993223075844957,0.520265779051704,1.84907400486366,1.65617890136439,1.1164699679125,0.264221018416197,0.867889490791901,0.574718977230165,1.15944789409009,0.765281331952567,1.5150609921868,0.129756958955882,0.935121520522059,0.608436236904345,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Stephen F. Austin.png","#59358F"
96,"Syracuse","ACC",55.5551457549427,55.1469729609553,55.9633185489302,9.43912506089008,2.53587413392431,3.72223720988978,0.000199342543858481,0.999901267309996,0.557444954662395,1,3.10663009784845,0.880689316318594,3.52749833600186,0.000422765215394873,0.999790246800949,0.54549450455671,1.99747235610388,2.81050729943307,0.710715946728481,0.477260275746389,0.761369862126805,0.581178245940984,0.611891391149557,0.78172381969686,0.782746253512959,0.433776134825493,0.783111932587253,0.538088125037621,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Syracuse.png","#000E54"
97,"Fresno State","Mountain West",55.1050096634667,52.448238710061,57.7617806168724,7.40697204671334,2.56199057266507,2.89110043016605,0.00385326569570652,0.998080522906393,0.526573637719811,1,2.57978909510558,0.889759351882101,2.89942341111512,0.00375258000466505,0.998130751664702,0.52239113648141,1.25714079423324,1.48221269100125,0.848151417043953,0.396353649781895,0.801823175109053,0.548954164923522,1.14267602962011,0.707668084949664,1.61470617924135,0.106374338761394,0.946812830619303,0.606281447413925,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Fresno State.png","#B42B36"
98,"South Carolina","SEC",55.0883601486144,58.2835482467866,51.8931720504423,11.4510466968346,2.9960972809618,3.8219876135526,0.00013377098121198,0.999933809829664,0.588008927972273,1,3.84016708577593,1.04052122725465,3.69061868724002,0.000225768640400331,0.999888145361413,0.577662036963458,0.516516752396856,2.54807523507446,0.20270859560462,0.83936280433929,0.580318597830355,0.516717353261309,0.480022568446513,0.790714097347513,0.607074756927657,0.543801301598841,0.72809934920058,0.521146087747536,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/South Carolina.png","#5C5C5C"
99,"Xavier","Big East",54.901803897389,50.9365629157501,58.8670448790278,6.62009924877229,2.57171888059715,2.57419241998764,0.0100721146150957,0.994976281126729,0.514619912105021,1,2.16294324799182,0.89313791738227,2.42173488091432,0.015477193096868,0.992276692418406,0.504111346209981,2.22981621696086,2.4916910582541,0.89490075809128,0.370840141482648,0.814579929258676,0.59129137333116,0.985200287887086,0.72610356425683,1.35683163722718,0.174834712535045,0.912582643732478,0.586049524249397,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Xavier.png","#12233E"
100,"San Francisco","WCC",54.8859508511463,54.3150905671042,55.4568111351884,8.50322113000368,2.97185598514413,2.86124939179759,0.00423489928121138,0.997890125157872,0.543227232533872,1,3.05144697027388,1.03210241420918,2.95653505724231,0.00312375119228078,0.998444415692138,0.543074578808213,0.680079100677405,1.58382955627097,0.429389070297822,0.667640106424279,0.66617994678786,0.523836658494064,0.979362952871511,0.751616455164361,1.30300892981028,0.192571712931729,0.903714143534136,0.585299564209705,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/San Francisco.png","#22533E"
101,"UAB","American",54.8490350756574,53.4769998316452,56.2210703196695,8.02327721259337,2.53694719462098,3.16257162530025,0.00157191910290312,0.999218088697363,0.535936196531329,1,2.83547869524583,0.881061981932662,3.21825110309043,0.00129687030533906,0.999355125734766,0.533603800101575,1.2258878068915,1.53330629027665,0.799506148683651,0.423996982794031,0.788001508602984,0.547593830111383,0.913420997081243,0.675630854402802,1.3519527581206,0.176390428495732,0.911804785752134,0.576827576282007,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/UAB.png","#F1B944"
102,"Oklahoma","SEC",54.2643556014691,54.7700785777652,53.7586326251731,9.05076797939964,2.6784705617392,3.37908062484836,0.000732098880642857,0.999636356621456,0.551545253967639,1,3.06927346384432,0.930211943976548,3.2995420922285,0.00097429193538657,0.99951578648368,0.543856317587665,0.870658304169313,4.58083571993129,0.190065384877494,0.849257894477848,0.575371052761076,0.532131914308971,0.650440194644533,0.96359939149365,0.675011006011848,0.499668772471931,0.750165613764035,0.543040738194491,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Oklahoma.png","#841617"
103,"Texas A&M","SEC",54.0185369221669,53.01712400439,55.0199498399439,7.8672705240244,2.75136250912689,2.85940892845886,0.00425951494974629,0.997877843662826,0.533566231329705,1,2.67978563852986,0.955526749018014,2.80451137687547,0.00505611765458701,0.997480354542327,0.526776248758095,0.787696805194915,2.81609241619175,0.279712697163587,0.77969793610313,0.610151031948435,0.528520886221061,0.874896691872527,0.88087051151592,0.993218277186834,0.320603593203207,0.839698203398396,0.571878110577817,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Texas A&M.png","#D1D1D1"
104,"Seattle U","WCC",53.9720122079641,54.1836941057041,53.760330310224,8.56896185571946,2.99695608174075,2.85922169761737,0.00426202636807869,0.997876590636421,0.544225928382782,1,2.96874669965247,1.04081948206972,2.85231661281836,0.00435559111083828,0.997829907626051,0.5394479537313,0.448453338157355,1.65258348747861,0.271365012149293,0.786110309010046,0.606944845494977,0.51375478744926,0.79374335687138,0.775749549508198,1.02319538229135,0.306215475809545,0.846892262095227,0.56145181875522,NA,NA
105,"Stanford","ACC",53.9241628053358,55.44655563306,52.4017699776116,9.52934491859289,3.02282890801577,3.15245923886844,0.00162729814324351,0.99919049288143,0.558815523611794,1,3.21200766790474,1.04980491292315,3.0596233913223,0.00222631427195701,0.998891922621021,0.550115589049405,-0.353993281341997,1.67895239682441,-0.210841761810248,0.83301074975797,0.416505374878985,0.478827052079451,0.854116515821135,0.770054287840464,1.10916402818354,0.26735942753264,0.86632028623368,0.56920834747278,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Stanford.png","#53565A"
106,"Ole Miss","SEC",53.6105663982793,54.3017468838116,52.9193859127471,8.88282888615491,2.53815100591492,3.49972435267024,0.00046925200816827,0.999767130252237,0.548994018436437,1,2.91385753972531,0.881480056209794,3.30564204963907,0.000953368752944957,0.999526204708942,0.537040919239794,0.132512519617926,1.60397010981836,0.0826153298037035,0.934157411525519,0.53292129423724,0.500002972643995,0.769870706979607,0.711852325233451,1.08150339570378,0.279473251008903,0.860263374495548,0.558384745610946,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Ole Miss.png","#2D69A1"
107,"Northern Colorado","Big Sky",53.5950986312787,49.154532752367,58.0356645101903,5.30414317088545,2.94045055343708,1.80385389058335,0.0713062684113115,0.964372892500956,0.494628653139995,1,1.80608115681112,1.02119555262297,1.76859481239626,0.0770142607884874,0.961519241449381,0.488462001907345,2.05234631994259,1.4294032493764,1.43580639042059,0.151057440910961,0.924471279544519,0.583566720440194,0.915903891797441,0.737744913711912,1.24149129973548,0.214424310209639,0.89278784489518,0.577146569763612,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Northern Colorado.png","#EBB33D"
108,"TCU","Big 12",53.5348849071701,61.3696768340774,45.7000929802629,13.6915897945148,2.97307748852801,4.60519103432236,4.20921090209743e-06,0.999997939563042,0.622045988965944,1,4.47149764323274,1.03252663281122,4.33063661617945,1.51193670262196e-05,0.99999256605663,0.605347547715604,-0.54380597237174,1.86797980557757,-0.291119834779797,0.770959670634754,0.385479835317377,0.470565159909907,-0.124830634267947,0.825516256173405,-0.15121523450863,0.879805933083197,0.439902966541599,0.44343669969535,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/TCU.png","#471C74"
109,"South Florida","American",53.5101335254783,59.3680089633765,47.6522580875802,12.2138864695492,2.74274035516866,4.45316905281693,8.62053995156212e-06,0.999995769395852,0.599597557487665,1,4.07049723571861,0.952532342169078,4.27334281001882,1.95658852498465e-05,0.999990371797431,0.587762621779864,0.136504321456813,1.86722443292681,0.0731054709062733,0.941722188156535,0.529138905921732,0.500176722018582,-0.0514184209955276,0.705038650679063,-0.0729299322044311,0.941861874903735,0.470930937451867,0.452868439733023,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/South Florida.png","#2B6549"
110,"Murray State","Missouri Valley",53.1880334248185,51.4589483278389,54.9171185217981,6.88111472631874,2.40600324016934,2.85997733146628,0.00425189890549304,0.997881643544212,0.518585111318881,1,2.31076808225088,0.835586167427782,2.76544559056573,0.00570255303880367,0.997157745639105,0.510593855237897,1.78228845249767,2.09386360038863,0.851196062707649,0.394660449602475,0.802669775198762,0.57181203234077,0.521931032129299,0.74145633277129,0.703926865360383,0.481478319868787,0.759260840065607,0.526530338095192,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Murray State.png","#092042"
111,"Middle Tennessee","Conference USA",52.7103000069446,50.5922970824432,54.828302931446,6.45880265390249,2.92783901571672,2.20599651115771,0.0274234503930965,0.986307878005384,0.512169585644736,1,2.06180930597994,1.01681566389581,2.02771198279967,0.0426354457420985,0.978705174024502,0.499676356004127,1.8455093611599,2.01286598511506,0.916856549222478,0.359217815358958,0.820391092320521,0.574563820576817,0.486686438368826,0.785886131226204,0.61928365832014,0.535729508025934,0.732135245987033,0.522002238052103,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Middle Tennessee.png","#2E6BB1"
112,"Dayton","Atlantic 10",52.6430415629252,47.2536836182041,58.0323995076464,3.94770378255798,2.7357740513354,1.44299335708335,0.149076541299003,0.925488828728574,0.474022394665199,1,1.40905318363552,0.950112999159066,1.48303747541888,0.138118984723231,0.930967772844691,0.471051277698882,1.25677884694255,1.64446701800662,0.764246915980101,0.444720112910191,0.777639943544905,0.548938410605565,1.184926048414,0.741213504297828,1.59862987053442,0.109902868517992,0.945048565741004,0.611709579547362,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Dayton.png","#002554"
113,"Towson","CAA",52.4023331570214,47.4286938928866,57.3759724211561,3.87492938915262,2.54883049442922,1.52027739687741,0.128495979907259,0.93577936381047,0.472916847322825,1,1.51408113603661,0.88518895931049,1.71046093617796,0.0872343434527628,0.956409664442759,0.475657030534908,2.1095244326634,1.80244802352894,1.17036630467338,0.241853589507144,0.879073205246428,0.586055486598002,0.793837872796729,0.687533560459216,1.15461690665182,0.248247340179955,0.875876329910023,0.561463961825121,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Towson.png","#F6CC46"
114,"Sam Houston","Conference USA",52.3929844968806,50.4761936388761,54.3097753548851,5.88255354374002,3.26490872520314,1.80175130114059,0.0716366399198243,0.964207728617583,0.503415535731367,1,2.20848191798876,1.13387734610948,1.94772558563449,0.0514961650939634,0.974276096521121,0.506108337046156,1.11856623332438,1.59958982219192,0.699283164850103,0.484375085933596,0.757812457033202,0.542922491943914,0.652248128875768,0.741141881010985,0.880058387721986,0.378827680105466,0.810586159947267,0.543273015153788,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Sam Houston.png","#E46D38"
115,"Georgia Tech","ACC",52.3454515801216,43.8450916224735,60.8458115377697,1.33916433784521,2.71179305448116,0.493829842816466,0.621445122987699,0.6892868223802,0.434394941715951,1,0.758137117956329,0.941784585914234,0.80500055882776,0.420852474588561,0.789590321345809,0.44250689073352,2.86322233734724,2.89027824876474,0.990638994211351,0.321861889773024,0.839069055113488,0.61886135844528,1.07864425143175,0.820651245284302,1.31437593938953,0.188719723295713,0.905640138352144,0.598054872310114,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Georgia Tech.png","#B3A369"
116,"Creighton","Big East",52.3281298097622,52.5013442739267,52.1549153455978,7.55400267730596,2.701849686465,2.79586340985139,0.00519321906206557,0.997411936428507,0.528807243735513,1,2.55307474503032,0.938331331723537,2.72086698878616,0.00653058958440973,0.996744452279622,0.521219641743021,0.304474924678742,2.3217964023292,0.13113765030099,0.895666417693706,0.552166791153147,0.50748790339399,0.592605976167375,0.75267649329622,0.787331584612344,0.431087784951389,0.784456107524305,0.535610403517966,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Creighton.png","#7BABDA"
117,"Bowling Green","MAC",52.0700613585948,51.9743388455492,52.1657838716404,7.28827581792839,2.96294043573257,2.45981179035291,0.0139300589481977,0.993049505329899,0.524770471878879,1,2.404774963683,1.0290061134067,2.33698802402794,0.0194737839155342,0.990280096599619,0.514716305032104,0.687018549473555,1.94445009181471,0.353322799266283,0.723846455032145,0.638076772483927,0.524138708780369,0.464695874709128,0.729418440137477,0.637077223632493,0.52407454359777,0.737962728201115,0.519176968652439,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Bowling Green.png","#EE7B30"
118,"Austin Peay","ASUN",50.7751339281156,51.1098515897175,50.4404162665137,6.91395837723539,2.70026153373342,2.56047730594305,0.010478038927819,0.994773575490785,0.519084053450662,1,2.14017682163918,0.937779778661548,2.28217420586074,0.0225152383893962,0.988760471338931,0.503112978343687,0.83095933468933,1.48969651215263,0.557804443999527,0.576977927766356,0.711511036116822,0.53040395500706,0.147341211385038,0.668882279027209,0.220279735321026,0.825653301439046,0.587173349280477,0.478404370323213,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Austin Peay.png","#A1202F"
119,"Cincinnati","Big 12",50.6613878020735,46.8643735808316,54.4584020233155,3.85592620928409,2.51814662985771,1.53125563204474,0.125760961885653,0.937146886843962,0.472628161783623,1,1.26329301788908,0.874532692364908,1.44453492581608,0.148642776918726,0.925705718652246,0.46465930983301,0.454329448637265,1.55693480953576,0.291810193885211,0.770431750714125,0.614784124642938,0.514010554283912,0.90042180392208,0.717278454982925,1.25533089369527,0.209358664657713,0.895320667671143,0.575157486182397,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Cincinnati.png","#A7A5AA"
120,"UT Martin","Ohio Valley",50.2911705252239,46.7051657090729,53.877175341375,3.44147189129451,2.97445601255694,1.15700883683135,0.247316571618875,0.876365625005705,0.466332006661631,1,1.33425790822507,1.0330053834591,1.29162725537518,0.196537915586177,0.901756869721512,0.467771307519825,1.51858787722037,1.60117818572042,0.9484190396568,0.342916170424329,0.828541914787835,0.560334055256266,0.449381650291824,0.689616599567577,0.651639839547957,0.51463354071172,0.74268322964414,0.517209451571234,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/UT Martin.png","#EF8933"
121,"West Virginia","Big 12",49.9685462151883,46.5733068402424,53.3637855901342,3.45200188514071,2.71511785103906,1.27140038647665,0.203637412697743,0.898206877392432,0.466491972360652,1,1.2704728506535,0.942939261837736,1.34735385625732,0.177919117463831,0.911066852781634,0.464974164444196,0.920747337953451,2.11879804265079,0.434561161290068,0.663880991472977,0.668059504263511,0.534312117296221,0.572004463947172,0.740178375009728,0.772792725725949,0.439645059146373,0.780177470426814,0.532963594506462,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/West Virginia.png","#002855"
122,"San Diego State","Mountain West",49.810280273587,51.7515064764085,47.8690540707656,7.26787587816551,2.94047946722782,2.47166353622506,0.0134772063649249,0.993275698767488,0.524460567554925,1,2.31021410726905,1.02120559415707,2.26224192316137,0.0237194391589084,0.988158769778433,0.510569561973244,-0.213582087410247,1.74060727374405,-0.12270550090879,0.902340307693491,0.451170153846746,0.484938667363801,0.100936157429891,0.775791073078271,0.130107397381341,0.896481457607608,0.551759271196196,0.47244241405151,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/San Diego State.png","#2D2828"
123,"Winthrop","Big South",49.8100764035247,53.7122920047653,45.9078608022842,8.4250763571495,2.55057173274122,3.30321090326468,0.000961657314116641,0.999522077650446,0.542040101430379,1,2.80359779862592,0.885793677801062,3.16506864847547,0.00155851437433849,0.99922476817275,0.532205738664926,-0.550459170701786,1.72455112409495,-0.319189824535163,0.749582572571164,0.374791286285582,0.470275569119707,-0.0902332627568554,0.698390513624534,-0.129201730259134,0.897198027138187,0.448599013569093,0.447881646925977,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Winthrop.png","#7C2C36"
124,"Memphis","American",49.6058353909316,53.9681466734465,45.2435241084167,8.53641158296457,2.71454206840074,3.14469673626895,0.00167102077152566,0.999168704600898,0.543731443085773,1,2.88171742449598,0.942739297016413,3.05674902236075,0.00224773751766182,0.998881242316548,0.535631490383157,-0.890964663163643,1.50694142678396,-0.591240407442442,0.554359352050876,0.277179676025438,0.4554545387313,-0.0782910228050511,0.672511808366305,-0.116415833641998,0.90732298728325,0.453661493641625,0.449415943437035,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Memphis.png","#8E908F"
125,"Navy","Patriot League",49.5517495324119,45.9567048407558,53.146794224068,3.00316060341017,2.6847726143844,1.11859029972219,0.263361457634661,0.868342518179914,0.459673429973069,1,1.14474500890035,0.932400597727638,1.22773946272688,0.219594792144363,0.890227606329472,0.459460666842048,1.23936562549453,1.83160160999576,0.676656767896924,0.498623752190092,0.750688123904954,0.548180473098081,0.430280559619512,0.752733384028138,0.57162412183306,0.56757664990043,0.716211675049785,0.514755411383278,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Navy.png","#14234B"
126,"Kent State","MAC",49.5244297077283,42.5867422385202,56.4621171769363,0.48992229343851,2.66104257366838,0.184109152663096,0.85393428608865,0.573036086785219,0.421493737854357,1,0.478432538746804,0.924159339593084,0.517694858721508,0.604691001849401,0.697664407034405,0.430241106916047,0.496434299384065,1.6352893141862,0.303575822991979,0.761451073254028,0.619274463372986,0.515843233304464,1.19807655792992,0.750267098371366,1.59686671657418,0.110295420336762,0.944852289831619,0.613399110234263,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Kent State.png","#E5AE3B"
127,"Marshall","Sun Belt",49.4087615372586,41.3547002056199,57.4628228688972,0.0383668033402507,2.54240719847352,0.0150907389513711,0.987960310296598,0.506020105315835,0.41463396275143,1,0.0729594329926014,0.882958198702912,0.0826306761744561,0.934148070367126,0.532927395691827,0.412460041360969,1.77593822095608,1.52351921404732,1.1656815382316,0.243743227177784,0.878128386411108,0.571535628650566,0.92037365255773,0.650070801495746,1.41580524835148,0.156832532536656,0.921583733731672,0.577720828727379,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Marshall.png","#4FAE4F"
128,"Oakland","Horizon League",49.3105678386644,48.3513675273934,50.2697681499354,4.78947177925091,2.54024316884977,1.88543830684508,0.0594208052624032,0.970314656851002,0.48681005702957,1,1.61807175398937,0.882206648085973,1.83411874927482,0.0666877575948646,0.966681815580981,0.480217293518298,1.13013358714623,1.6169989413598,0.698908056300799,0.484609492426376,0.757695253786812,0.543425978983925,0.0194190342274073,0.723808649365586,0.0268289612792386,0.978596153767413,0.510701923116293,0.461969384014782,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Oakland.png","#000000"
129,"Maryland","Big Ten",49.1598925088463,37.7615579532772,60.5582270644154,-2.60100238270754,2.37404234102045,-1.09560067138041,0.273299223911529,0.136626783888282,0.374538161843455,1,-0.651444962667697,0.824486396329599,-0.790122148246184,0.42948885580855,0.214728218135039,0.380692997222088,2.80017922876078,3.03457329430474,0.922758805666727,0.356132912810222,0.821933543594889,0.616117309233668,1.05523419909786,0.750198965729247,1.40660577700491,0.15954431909469,0.920227840452655,0.595047232054641,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Maryland.png","#F8D447"
130,"Bradley","Missouri Valley",48.9245762173992,47.6782701681758,50.1708822666225,4.11459776366411,2.41114572441537,1.70649070356865,0.0879704815745043,0.95604162214274,0.476557753445071,1,1.54488018092166,0.837372112114162,1.8449147739363,0.0651010733759396,0.967475031403279,0.477007649918446,0.288902545322941,1.43487645932846,0.201343149401274,0.840430264996511,0.579784867501744,0.506810091397527,0.289026201874842,0.61069072587498,0.47327753579479,0.63601518682469,0.681992406587655,0.496607553934924,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Bradley.png","#971D13"
131,"East Tennessee State","SoCon",48.6523396967337,46.7487028463816,50.5559765470859,3.91403945384625,2.99644405658322,1.30622810903046,0.191526982731805,0.904262501740581,0.473510985261444,1,1.1904071375566,1.04064165972441,1.14391647348796,0.252705658281247,0.873670860748102,0.461463071666188,0.163639288268778,1.8884065260988,0.0866546932597378,0.930945990427122,0.534527004786439,0.501357813591587,0.391412001971148,0.792032618641274,0.494186720040158,0.621174317619197,0.689412841190401,0.509761717350131,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/East Tennessee State.png","#01053B"
132,"UNC Wilmington","CAA",48.6189252521541,44.5675367207894,52.6703137835189,1.64039055784748,2.96881981633019,0.552539614841025,0.580600070274904,0.709710649600326,0.438970999741224,1,0.983273945836607,1.03104797645093,0.95366459010106,0.340293336402686,0.829873275183389,0.452379734674564,0.42908886851413,1.9273143382937,0.22263564380163,0.823819092866069,0.588090453566966,0.512911918833654,0.630620363885557,0.817601348205579,0.771305435429631,0.440525911364847,0.779737044317577,0.540494356836723,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/UNC Wilmington.png","#00151A"
133,"Mississippi State","SEC",48.616351107872,43.6433445068921,53.5893577088518,1.74417943243392,2.71080928191725,0.643416504461843,0.519979407185482,0.740023061537385,0.440547701505373,1,0.525820376385593,0.941442929372557,0.558526024233924,0.576506877822514,0.711757380580315,0.432319188632469,1.53318767431462,2.52170657386188,0.607996065127676,0.543190083650123,0.728404958174939,0.560969534099305,0.399630650483923,0.77723762081242,0.514167919543322,0.60713459471278,0.69643270264361,0.510817620077731,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Mississippi State.png","#551C26"
134,"Lipscomb","ASUN",48.4931723634551,44.3553252104758,52.6310195164344,2.30616248100129,2.98156438833824,0.77347398232329,0.439273557644255,0.780379039657214,0.449085029495761,1,0.655853283587696,1.03547406694904,0.633384557394208,0.526507611509237,0.736758726522959,0.438021474713755,1.493737104309,1.91017946436405,0.781987835266728,0.434221722733353,0.782889138633323,0.559252386770298,0.263811070605425,0.775779066894114,0.340059537390731,0.733811692301512,0.633094153849244,0.493368003558389,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Lipscomb.png","#F3BC44"
135,"Tarleton State","WAC",48.4476224335377,43.9852273338696,52.9100175332057,1.62718424997552,2.73754435447293,0.59439557474816,0.552270835982821,0.723876216215838,0.438770376996228,1,0.722273345472687,0.950727811636946,0.759705708229036,0.447461504687519,0.776284742037187,0.440934169681163,1.10007135153881,2.18902372660085,0.502539711274402,0.615287925766867,0.692356037116566,0.542117473490343,0.440612926853371,0.742867509684646,0.593124508891788,0.553097829276953,0.723451085361524,0.516082877173772,"/Users/nicholasschaefer/Desktop/CFB/cbk_logos_resized/Tarleton State.png","#4A2E7A"
